hero_id,official_name,primary_attr,attack_type,roles,legs,name_id,pros,cons,base_strength,add_strength,lvl30_strength,base_agility,add_agility,lvl30_agility,base_intelligence,add_intelligence,lvl30_intelligence,bio,bad_against,good_against,work_well_with,link,attribute,image_src
104,Legion Commander,str,Melee,"['Carry', 'Disabler', 'Initiator', 'Durable', 'Nuker']",2,legioncommander,"Strong nuke vs crowded enemies specially heroes with summons and illusions.
Tanky during laning phase.
Extremely dangerous against frail heroes.","Dependent on winning Duels.
High mana cost during laning phase.
Vulnerable to
Can buff enemy carries if she loses Duels.",25.0,3.3,120.7,18.0,1.7,67.3,20.0,2.2,83.8,"Tresdin, the Legion CommanderLink.
▶️.
 .
""If they want war, then we shall give it to them!""
.

.
Lore.
:.

.
They came without warning. Within the city walls of Stonehall there came a rumble and a terrible sound, and from blackness unknown came a force of beasts numbering beyond count, wielding flame and foul sorcery, slaying and snatching mothers and sons to dark purpose. Of once-mighty Stonehall's military strength only the Bronze Legion, led by the indomitable Commander Tresdin, was near enough to answer the call of battle. They rode into their city, fighting through bloodstained alleyways and burning markets, cutting their way through the monstrous throng to the source of the sudden invasion: an ethereal rift within the city square, and at its precipice thundered their dreaded champion..
Enwrapped in a corrosive shimmer, the leader of the abyssal horde swung its massive blade, cleaving a legionnaire in two as his flesh began to spoil. Tresdin lifted her blood-stained sword and settled her sights on the beast. It turned, smiling at her through a maze of teeth. Heedless of the battle raging around them, they charged one another..
Deflecting blow after blow, the pair danced their deadly duel as the Bronze Legion met its end around them. Tresdin leapt forward as her foe swung its sword to meet her. The odds turned. The attack smashed into Tresdin suddenly, a brutal thrust from the side, but even as her balance slipped she rallied her strength for another stroke. Blade scraped on blade, beyond the hilt to the gnarled paw below, carving it in two in a fearsome spray of sparks and blood. The vile audience looked on in astonishment as she pressed the attack, driving her blade through her foe's flesh into the stampeding heart within. With a scream that split the clouds above, the beast erupted in a torrent of gore and anguish. The stygian portal wavered, the power sustaining the chasm beyond vanishing as suddenly as it had appeared. The remaining invaders fell quickly to Stonehall steel..
Though victorious, the survivors saw little to celebrate: the city lay in ruins, and survivors were few. Fires continued to spread. Unfurling her banners of war, Tresdin gathered what allies she could. Her anger smoldered as she pledged brutal vengeance upon the forces of the abyss, and damned be any who would dare stand in her way..

.

.

.
Aliases:.

.
Tresdin, LC.

.

.

.
Voice:.

.
Merle Dandridge.
  (.
Responses.
).

.

","['Abaddon', 'Axe', 'Arc Warden', 'Bane', 'Dazzle', 'Outworld Destroyer', 'Io', 'Luna', 'Mars', 'Medusa', 'Omniknight', 'Oracle', 'Pangolier', 'Pugna', 'Razor', 'Skywrath Mage', 'Sven', 'Underlord', 'Ursa', 'Visage', 'Winter Wyvern', 'Witch Doctor']","['Anti-Mage', 'Bristleback', 'Broodmother', 'Chen', 'Clinkz', 'Drow Ranger', 'Huskar', 'Nyx Assassin', 'Sniper', 'Terrorblade', 'Viper', 'Weaver']","['Ancient Apparition', 'Disruptor', 'Invoker', 'Lifestealer', 'Mirana', 'Shadow Fiend', 'Silencer', 'Skywrath Mage', 'Ursa', 'Witch Doctor', 'Zeus']",https://dota2.fandom.com/wiki/Legion_Commander,Strength,https://static.wikia.nocookie.net/dota2_gamepedia/images/a/a2/Legion_Commander_icon.png/revision/latest
105,Techies,all,Ranged,"['Nuker', 'Disabler']",6,techies,"Long attack range.
Excellent base armor.
Not dependent on team fights to be effective.
Usually forces the enemy to their half of the map reducing the amount of ganks.
Good movement speed.
High magic damage","Craves mana in the early game.
Low starting health.
Low starting damage.
Easily countered by summons.
Blast-off use health",19.0,2.5,91.5,14.0,1.3,51.7,25.0,3.0,112.0,"Squee, Spleen, and Spoon, the TechiesLink.
▶️.
 .
""Measurements made."" ""Bombs built."" ""Powder's dry."" ""Okay, let's blow something up!""
.

.
Lore.
:.

.
In the storied saga of Dredger's Bight, no business has ever been more reviled than Techies Demolitions. Then again, Dredger's Bight no longer exists. Nor does Toterin. Or even Trapper Town. In fact, if one were to track the history of Techies Demolitions they might notice that shortly after Techies appear, towns tend to disappear..
Like every inevitable disaster surrounding Techies, the obliteration of Dredger's Bight began with an invention. Tasked with designing a safer way of detonating explosives in the mines beneath the city, pyrotechnic prodigies Squee, Spleen, and Spoon developed their most outlandish creation yet: a button which, when pressed, would trigger a distant device to spark a fuse..
Overeager to test their invention, the trio stuffed barrel after barrel with flamesalt explosives, piling every corner of their tiny workshop high with the newly developed remote bombs. From this stockpile they plucked a single payload, burying it in a far away field. As they cowered in a ditch, Spleen pressed the detonator button. Yet after a moment, nothing happened. Confused, he stood up, pressing his button again and again until, finally, an explosion tore a hole in the field. Elated, Squee and Spleen turned toward home just as a massive wave of sound and force arrived to knock them over..
Bewildered, their ears ringing from the unexpected blast, they gathered in the dingy miasma to see a smoking ruin where their workshop once stood. Chunks of wood and stone continued to fall as the yawning crater before them slowly deepened into an expanding pit. The whole of Dredger's Bight shuddered, and then gradually started to slide into the mines below as its panicked residents fled..
Sitting at the edge of their sinking home they grinned and giggled, as giddy at the possibilities as they were oblivious to the scorn of their former neighbors. They wondered only one thing: how could they trigger an even bigger blast?.

.

.

.
Voice:.

.
Dee Bradley Baker.
  (.
Responses.
).

.

","['Abaddon', 'Anti-Mage', 'Death Prophet', 'Juggernaut', 'Lifestealer', 'Viper', 'Night Stalker', 'Oracle', 'Templar Assassin']","['Monkey King', 'Enchantress', 'Chaos Knight', 'Morphling']","['Batrider', 'Crystal Maiden', 'Magnus', 'Pugna', 'Tusk', 'Undying']",https://dota2.fandom.com/wiki/Techies,Universal,https://static.wikia.nocookie.net/dota2_gamepedia/images/f/fa/Techies_icon.png/revision/latest
106,Ember Spirit,agi,Melee,"['Carry', 'Escape', 'Nuker', 'Disabler', 'Initiator']",2,emberspirit,"Great mobility, hard to kill in teamfights.
Global-wide presence, Strong pushing skillset.
Deals AoE physical damage that scales into late game.
Large magical damage in early to mid game.
Absorbs moderate amount of magical damage.
Can adapt to most situations with a versatile playstyle","Low agility growth.
Weak manfight capability.
Vulnerable to silences and chain stuns.
High requirement for good positioning and reflexes.",22.0,2.6,97.4,22.0,3.2,114.8,20.0,2.2,83.8,"Xin, the Ember SpiritLink.
▶️.
 .
""Balance in all things.""
.

.
Lore.
:.

.
Lost within the Wailing Mountains, the Fortress of Flares lay abandoned, its training halls empty, its courtyard covered in leaves and dust. Upon a dais in its sealed temple rests a topaz cauldron filled with ancient ash, remnants of a pyre for the warrior-poet Xin. For three generations, Xin taught his acolytes the Bonds of the Guardian Flame, a series of mantras to train the mind and body for the harsh realities beyond the fortress walls..
However, in teaching a warrior's way he earned a warrior's rivals, and in his autumn Xin was bested and slain. His followers spread to the wind. Yet as years turned to centuries and followers to descendants, his teachings endured by subtle whisper and deed. Touched by the teacher's lasting legacy, the Burning Celestial, inquisitive aspect of fire, cast himself to the Fortress of Flares and reignited the pyre ash. From these glowing embers emerged an image of Xin, wreathed in flame, his thoughtful countenance prepared to train and to teach, and to spread the fires of knowledge to all who seek guidance..

.

.

.
Alias:.

.
Xin.

.

.

.
Voice:.

.
Dave Fennoy.
  (.
Responses.
).

.

","['Lion', 'Shadow Fiend', 'Silencer', 'Storm Spirit', 'Faceless Void', 'Omniknight', 'Outworld Destroyer', 'Nyx Assassin', 'Kunkka']","['Bloodseeker', 'Meepo', 'Chaos Knight', 'Terrorblade', 'Crystal Maiden', ""Nature's Prophet"", 'Phantom Lancer', 'Templar Assassin', 'Zeus']","['Axe', 'Bloodseeker', 'Dark Seer', 'Dazzle', 'Enigma', 'Faceless Void', 'Keeper of the Light', 'Magnus', 'Skywrath Mage']",https://dota2.fandom.com/wiki/Ember_Spirit,Agility,https://static.wikia.nocookie.net/dota2_gamepedia/images/9/91/Ember_Spirit_icon.png/revision/latest
107,Earth Spirit,str,Melee,"['Nuker', 'Escape', 'Disabler', 'Initiator', 'Durable']",2,earthspirit,"Dangerous roaming presence.
Not item dependent.
Abilities have low cooldowns.
Strong area disables.","Requires precise positioning and timing.
Mediocre lane presence if not playing aggressively.
Somewhat level dependent.
Rely on Stone Remnant with slightly long replenish time.",22.0,3.8,132.2,17.0,2.4,86.6,20.0,2.1,80.9,"Kaolin, the Earth SpiritLink.
▶️.
 .
""Through conflict, one's nature is revealed.""
.

.
Lore.
:.

.
Deep amid the Upland crags and cliffs there runs a seam of sacred jade long foresworn by highland miners. From this rare material, the likeness of the great general Kaolin was carved and buried at the head of a stone funerary army ten thousand strong—a force of soldiers and holy men, jesters and acrobats, carved by crafstmen and entombed for millennia in the dark embrace of the Earth..
What the craftsmen had not known was that within the strange seam of jade flowed the spirit of the Earth itself—an elemental force at one with the planet. When the force within the carved jade found itself cut off from the life's blood of the world, it gathered its strength over the course of a thousand years and dug itself free and into the light. Now the great Kaolin Earth Spirit strides the Upland roads, fighting for the spirit of the Earth; and in times of need calls forth remnants of his buried army still locked in the loving embrace of the soil..

.

.

.
Alias:.

.
Kaolin.

.

.

.
Voice:.

.
Nolan North.
  (.
Responses.
).

.

","['Abaddon', 'Lycan', 'Slark', 'Clockwerk']","['Pudge', 'Tinker', 'Invoker', 'Templar Assassin', 'Enigma']","['Alchemist', 'Bloodseeker', 'Dark Seer', 'Faceless Void', 'Lifestealer', 'Techies']",https://dota2.fandom.com/wiki/Earth_Spirit,Strength,https://static.wikia.nocookie.net/dota2_gamepedia/images/b/be/Earth_Spirit_icon.png/revision/latest
108,Underlord,str,Melee,"['Support', 'Nuker', 'Disabler', 'Durable', 'Escape']",2,underlord,"Excellent zoning abilities.
Tankier than most supports.
Reduces enemy damage.
Strong potential for sudden pushes.
Not item dependent.
Effective against melee-centric lineups.","Low mana.
Requires good team coordination.
Slow movement and attack speed.",25.0,3.0,112.0,12.0,1.6,58.4,17.0,2.3,83.7,"Vrogros, the UnderlordLink.
▶️.
 .
""Nothing can stop us. Nothing can slow our march. And when we have arrived, all will burn.""
.

.
Lore.
:.

.
Neither myth nor song exist to tell of their coming.
.
Deep below the surface of the world lay unknown wonders and horrors. Down and down again, well beneath the slithering magma fields and simmering roots of dormant volcanoes stands the obsidian city of Aziyog, its incomparable stonework spanning an endless cavern. Within honeycomb walls mortared with the bones of countless slaves lies the domain of the Abyssal Horde, and their brutal underlord Vrogros.
.

Armed by the monstrous forgemasters of his kind and well-practiced in the arts of the Dark Rift, Vrogros is able to conjure forth flame and crippling malice through the twist between worlds. He seeks always to expand his holdings, destroying or enslaving all he encounters. Yet the lands offered by the subterranean realm are few, and so his sights have turned upward. By his command the first waves of abyssal invaders have already marched through the rift, a few doomed legions meant merely to test the might of nations above. Now, as his full force readies itself for unending conquest, Vrogros himself steps into a sunlit world to announce his coming reign. Those who face the Underlord will bow and pay tribute, or be crushed where they stand..

.

.

.
Aliases:.

.
Pit Lord, Azgalor, UL.

.

.

.
Voice:.

.
TJ Ramini.
  (.
Responses.
).

.

","['Necrophos', 'Razor', 'Luna', 'Disruptor', 'Kunkka', 'Doom', 'Sniper', 'Outworld Destroyer', 'Winter Wyvern', 'Rubick', 'Shadow Fiend', 'Ursa']","['Drow Ranger', 'Legion Commander', 'Phantom Lancer', 'Phantom Assassin', 'Terrorblade', 'Templar Assassin']","['Disruptor', 'Dragon Knight', 'Elder Titan', 'Leshrac', 'Mirana', 'Riki', 'Rubick', 'Timbersaw', 'Vengeful Spirit']",https://dota2.fandom.com/wiki/Underlord,Strength,https://static.wikia.nocookie.net/dota2_gamepedia/images/1/18/Underlord_icon.png/revision/latest
109,Terrorblade,agi,Melee,"['Carry', 'Pusher', 'Nuker']",2,terrorblade,"High damage in the early game for a late-game carry due to
Good pusher.
High base armor.
Fast farmer.
Can quickly turn the tables with
High agility gain.
Very long illusion duration.
Fairly easy to micromanage.
Reflection can counter other carry heroεs.","Awful starting health.
Dependent on
Less effective against mobile heroes due to his low mobility.
Reliant on
Poor at clearing waves and cannot fight against more than one enemy hero at a time.
Weak in the early game and being in the jungle nearly every game can make him prone to ganks.
Vulnerable to all forms of disables, especially stuns, silences, disarms, and mutes.
Very weak/useless when unfarmed and/or when played from behind.
Easy to spot the real hero due to illusions from
Might not have time to use Sunder to stay alive against nukers.
Has a low strength and intelligence gain.
No ""real"" burst potential besides Sunder.
Countered by items and abilities which give physical damage immunity, like ",16.0,2.0,74.0,22.0,4.0,138.0,19.0,1.6,65.4,"Terrorblade, the Demon MarauderLink.
▶️.
 .
""The self-righteous shall choke on their sanctimony.""
.

.
Lore.
:.

.
Terrorblade is the Demon Marauder—an outlaw hellion whom even other demons fear. A cosmic iconoclast, he stole from the Demon Lords, ignored the codified rites that should have bound his behavior, and broke every law of the seven infernal regions. For his crimes, he was taught this lesson: even Hell has a hell. A short, brutal trial ensued, with many dead on all sides, and he was finally incarcerated in Foulfell, a hidden dimension where demonkind imprison their own..
But Foulfell is no normal prison. In this dark mirror of reality, demons are sentenced to gaze eternally into the twisted reflection of their own souls. But instead of suffering, Terrorblade made himself master of his own reflected worst self—a raging, thieving demon of unimaginable power. With his inner beast under sway, he destroyed the fractal prison walls and burst free to turn his terror loose upon all creation..

.

.

.
Alias:.

.
TB.

.

.

.
Voice:.

.
David Sobolov.
  (.
Responses.
).

.

","['Axe', 'Crystal Maiden', 'Dark Seer', 'Dazzle', 'Drow Ranger', 'Earth Spirit', 'Elder Titan', 'Ursa', 'Jakiro', 'Lina', 'Luna', 'Shadow Shaman', 'Razor', 'Ember Spirit', 'Necrophos', 'Outworld Destroyer', 'Phantom Lancer', 'Silencer', 'Tinker', 'Troll Warlord', 'Underlord', 'Zeus', 'Timbersaw', 'Storm Spirit', 'Sven', 'Skywrath Mage', 'Nyx Assassin', 'Techies']","['Abaddon', 'Ancient Apparition', 'Bane', 'Viper', 'Io', 'Shadow Fiend', 'Pudge', 'Anti-Mage', 'Sniper', 'Spectre', 'Lifestealer', 'Witch Doctor', 'Wraith King']","['Dazzle', 'Oracle', 'Shadow Demon', 'Necrophos']",https://dota2.fandom.com/wiki/Terrorblade,Agility,https://static.wikia.nocookie.net/dota2_gamepedia/images/5/52/Terrorblade_icon.png/revision/latest
110,Phoenix,all,Ranged,"['Support', 'Nuker', 'Initiator', 'Escape', 'Disabler']",2,phoenix,"Abilities have long range.
Counters physical attackers.
Scaling magical damage along with healing.
Capable of inflicting many debuffs on multiple enemies at once.
Deceptively elusive and durable with the right order of ability usage.","No true and reliable disables.
Has almost no spell immunity piercing effects.
Dependent on abilities and mana.
Requires precise and careful positioning, aim, and timing.
Low armor and has health costs along with mana costs on most abilities.",23.0,3.3,118.7,12.0,1.5,55.5,16.0,1.8,68.2,"PhoenixLink.
▶️.
 .
*Chirp!*
.

.
Lore.
:.

.
Alone across an untouched darkness gleamed the Keeper's first sun, a singular point of conscious light fated to spread warmth into the empty void. Through aeons beyond count, this blinding beacon set to coalescing its incalculable energy before bursting forth the cataclysmic flare of supernova. From this inferno raced new beacons, star progeny identical to its parent, who journeyed an unlit ocean and settled in constellatory array. In time, they too would be made to propagate through supernova flame. So would this dazzling cycle of birth and rebirth repeat until all skies hewn of Titan toil deigned to twinkle and shine..
By this ageless crucible the star that mortals would come to call Phoenix collapsed into being, and like its ancestors was thrust into an endless cosmos to find a place among its stellar brethren. Yet curiosity toward that which the dimming elders comfort in the darkness consumed the fledgling, and so over long cycles it inquired and studied. It learned that among worlds both whole and broken would soon stir a nexus of remarkable variety locked in an enduring conflict of cosmic consequence, a plane which would find itself in need of more influence than a dying sun's distant rays could provide. Thus this infant son of suns took terrestrial form, eagerly travelling to shine its warmth upon those who may need it most, and perhaps seize upon its solar destiny..

.

.

.
Voice:.

.
Itself  (.
Responses.
).

.

","['Night Stalker', 'Arc Warden', 'Huskar', 'Ursa', 'Silencer', 'Meepo', 'Bloodseeker', 'Viper', 'Necrophos', 'Snapfire ']","['Templar Assassin', 'Phantom Assassin', 'Legion Commander', 'Monkey King', 'Chen', 'Earthshaker', 'Ancient Apparition', 'Shadow Demon']","['Enigma', 'Faceless Void', 'Invoker', 'Keeper of the Light', 'Lifestealer', 'Magnus', 'Pugna', 'Sven', 'Tinker', 'Treant Protector', 'Warlock']",https://dota2.fandom.com/wiki/Phoenix,Universal,https://static.wikia.nocookie.net/dota2_gamepedia/images/1/14/Phoenix_icon.png/revision/latest
111,Oracle,int,Ranged,"['Support', 'Nuker', 'Disabler', 'Escape']",0,oracle,"Strong spammable nukes.
Great utilities, including root, dispel, and disarm.
Saves allies with ease.
Spell combos for healing or damaging.
Easy last hits with Purifying Flames.
Great cast range on abilities.
All basic abilities can be used either offensively or defensively.","Lacks any strong area abilities.
Abilities may have drawbacks depending on the situations.
Hard hero to play, requires understanding and experience.
Highly dependent on allies.
Low strength gain and armor.",20.0,2.4,89.6,15.0,1.7,64.3,26.0,3.8,136.2,"Nerif, the OracleLink.
▶️.
 .
""I have an end in mind for you.""
.

.
Lore.
:.

.
Ascendants to the Great Seat of Cymurri had for ages imported their Oracles exclusively from the Ivory Incubarium, high in the hollow peaks of the Zealot's Range, with a downpayment made at the time of the embryo's conception and the balance surrendered on delivery of a mature, well-trained prophet to the Gate of the Graven King..
Raised by same Pallid Sybils who bred and birthed them, all sanctioned Oracles were anchored by their physical form to the world we most of us share; meanwhile, their souls roamed far afield, barely bound by the airiest astral umbilicus. From such cosmic roamings the prophets would return, speaking words of fire with tongues of flesh. Their mystic utterances were analyzed by the Cymurri Advisors, who found in them visions of the future, diplomatic advice, all the supernatural ammunition the line of Graven Kings needed to secure victory in every campaign, whether in the court or on the battlefield. Thus it went for generations, the Graventome's pages filling with the names of triumphant kings and the new domains they had acquired. So it went, that is, until the particular Oracle named Nerif arrived to serve the very last of the stone-helmed kings..
From the first, Nerif's prophecies were unusual. They seemed not merely to portend the future, but to shape it. The weird soothsayer croaked out advice no one had requested, and suddenly the Cymurri found themselves immersed in conflicts with newfound enemies. The Advisors, sensing a threat to their power, were quick to pin these unwelcome developments on the latest Oracle. They demanded his removal, petitioning the Sybils to reclaim their defective prophet and replace him with a worthy substitute. But Nerif described an ominous dream of the Incubarium's destruction, and within hours came news of the ancient school's destruction in a catastrophic avalanche. Fearing the same fate as the Pallid Sybils, the Advisors withdrew to their counsel chambers, suddenly anxious to avoid the Oracle's notice..
The Graven King, however, was a creature of great practicality. He doubted the commitment of his overprudent Advisors. An Oracle of such rarity, he reasoned, ought be used as a weapon to enlarge his domain. He therefore demoted his timid counselors and stationed Nerif at his side. With only a blunt understanding of Nerif's talent, he boldly stated the outcomes he desired, and coaxed Nerif into uttering his wishes as prophecy..
At first, all was well. The Last Graven King boasted that by adopting Fate's pet, he had made a plaything of Fate itself. He should have taken it as a warning then when, on the eve of his invasion of the Unsated Satrap's realm, he attempted to coerce a prediction of certain victory from his Oracle, only to hear Nerif quietly mutter, ""It could go either way."" No firmer statement could he force from Nerif's lips. Still, the King was confident in his army. The Satrapy was landlocked, poorly armed, and shut off from all possible allies. He took ""It could go either way"" to indicate that with tactical might on his side, there was little risk in his plan..
Of course, we now know that he should have taken the sayer's words more literally. Even with careful study of the Annotated Annals of If, what happened on the field before the Unsated Satrap's palace is almost impossible to visualize. It appears that in the midst of the carnage, the battle began to bifurcate. At each pivotal moment, reality calved and broke into bits. Soldiers who staggered and fell in battle also stood sure-footed, forging onward to fight. Their minds also split; the warriors found themselves both dead and alive, existent and non-existent. Victory and defeat were partitioned, so that each separate outcome was experienced in simultaneity by both armies. The universe became a hall of mirrors, with all the mirrors endlessly shattering..
The immediate effect on both parties was insanity. Unable to comprehend the state of being both triumphant and defeated, the Graven King's mind dispersed into motes of madness. The naive Satrap fared no better. The opposing paired realities continued to split and split again, echoing into infinite histories, all of them populated by a bewildered populace that soon lost the ability to feed, clothe, defend, or reproduce itself in the traditional manner..
Long before the repercussions had played out, however, Cymurri's wary Advisors had seized Nerif, bound and gagged him, and launched him out of their universe at high speed on a dimensional barque, in the hopes of depositing him where he could do them no harm forever. It was, of course, too late for them. And may well be for us..

.

.

.
Voice:.

.
Mike Shapiro.
  (.
Responses.
).

.

","['Anti-Mage', 'Axe', 'Bristleback', 'Faceless Void', 'Shadow Demon', 'Spectre']","['Primal Beast', 'Ember Spirit', 'Legion Commander', 'Dark Willow', 'Omniknight', 'Rubick', 'Ancient Apparition', 'Silencer', 'Phoenix', 'Necrophos', 'Dark Seer', 'Techies', 'Skywrath Mage']","['Alchemist', 'Ancient Apparition', 'Death Prophet', 'Huskar', 'Io', 'Legion Commander', 'Monkey King', 'Shadow Demon', 'Timbersaw', 'Ursa', 'Leshrac', 'Troll Warlord', 'Necrophos']",https://dota2.fandom.com/wiki/Oracle,Intelligence,https://static.wikia.nocookie.net/dota2_gamepedia/images/7/72/Oracle_icon.png/revision/latest
112,Winter Wyvern,all,Ranged,"['Support', 'Disabler', 'Nuker']",2,winterwyvern,"Scales well into the late game against physical attacks.
Good attributes gain.
Not dependent on items.
Decent at clearing waves.
Abilities have good damage and cast range.
Winter's Curse pierces ","Falls off mid game when most damage is magical and not much physical.
Drawbacks from abilities require the right timing to execute.
Bad movement speed.
Poor at escaping.
Poor solo-kill potential.
Winter's Curse cannot affect spell-immune enemies near the targeted hero affected by it.",22.0,2.2,85.8,16.0,1.5,59.5,26.0,2.8,107.2,"Auroth, the Winter WyvernLink.
▶️.
 .
""Some breathe fire. I breathe ice.""
.

.
Lore.
:.

.
Like many great poets, Auroth just wants time to write, but the Winter Wyvern's life is full of interruptions. The epics of the Eldwurms have a long and colorful history, but some fear that the remaining dragon scholars are not as prolific as they once were, with few lines added to the Eldwurm Eddas since the last age of greatness. Auroth laments: ""We forget that there is more to life than triumph and dominion over enemies. We must also live our lives in the pursuit of creative expression."" She embarks on research expeditions, collecting books for inspiration. But all this research can be terribly distracting, and she spends less time writing than she should. Although she knows she should be lurking in her lair, adding to the Eddas, she finds herself engaged in epic battles against powerful enemies. She loots castles, raids ancient libraries... and if she happens to heap glory on herself in the process, she tells herself that it's merely a side effect of her research. The fact is, while her skill and power on the battlefield are legendary, her scholarly travails have thus far hardly been the stuff of literary acclaim. But she is not content to stand as a protagonist of heroic lore. She wishes also to create it..

.

.

.
Voice:.

.
Merle Dandridge.
  (.
Responses.
).

.

","['Ancient Apparition', 'Invoker', 'Luna', 'Omniknight', 'Outworld Destroyer', 'Pugna', 'Skywrath Mage', 'Slark', 'Timbersaw', 'Tinker', 'Undying', 'Ursa']","['Beastmaster', 'Chaos Knight', 'Lycan', 'Legion Commander', 'Meepo', 'Troll Warlord']","['Dark Seer', 'Enigma', 'Magnus', 'Venomancer', 'Invoker']",https://dota2.fandom.com/wiki/Winter_Wyvern,Universal,https://static.wikia.nocookie.net/dota2_gamepedia/images/4/4a/Winter_Wyvern_icon.png/revision/latest
113,Arc Warden,agi,Ranged,"['Carry', 'Escape', 'Nuker']",2,arcwarden,"Amazing base stats and quite good stat growth
Easily nukes most lonesome enemies.
Split pushes well with Tempest Double.
One of the most versatile heroes in the game.
Long attack range and heavy nukes lets Zet dominate the mid lane.
One of the best defenders of buildings thanks to Magnetic Field.
Gives quite a significant amount of attack speed to allies.
Borderline unstoppable late-game.","Low base armor and agility gain make him vulnerable to physical damage at all stages of the game.
Slow movement speed with no mobility spells makes it hard for him to escape if ganked.
Needs items to farm quickly, and no ability outside of his ultimate helps him with farming.
Heavily reliant on micromanagement.
Quite bad when underfarmed.",22.0,2.6,97.4,20.0,3.0,107.0,24.0,2.6,99.4,"Zet, the Arc WardenLink.
▶️.
 .
""It is not to aid the Ancients that this war is joined, but to destroy them both. This disunity must end.""
.

.
Lore.
:.

.
Before the beginning of all, there existed a presence: a primordial mind, infinite, awesome, and set to inscrutable purpose. As the universe thundered into being, this mind was fragmented and scattered. Two among its greater fragments—who would come to be named Radiant and Dire--found themselves locked in vicious opposition, and began twisting all of creation to serve their conflict..
As war and cataclysm threatened the nascent cosmos, the will of a third fragment made itself known. Naming itself Zet, this intellect sought to resolve the disharmony and return all to perfect unity. Appalled by its kin's conflicting nature, Zet gathered the sum of its power. In a sudden flash, it overwhelmed its siblings, and fused the warring aspects into a stellar sphere before hurling them into the darkness to orbit a nondescript world. Harmony was restored, though only the barest fraction of Zet's strength remained. Setting its gaze on the prison, Zet chose to use its weakened power to serve as watchful warden until time's end. For uncounted aeons, this vigil stood..
Life flourished upon the world below, oblivious to the dangers imprisoned within the softly glowing moon, or of Zet's struggles to contain them. As the captives' eternal clash reverberated within, the surface of the prison shuddered, over time beginning to crack. Ultimately, Zet's depleted power proved insufficient to contain the breach, and at last the moon was shattered. The prison's ancient inhabitants had escaped to sow their conflict anew..
Flung to the farthest reaches by the prison's explosion, Zet was transformed by the dissonant energies of its former captives. No longer of single form and thought, its presence had become split among many—some lesser, some greater—each connected by a fleeting arc of consciousness. Struggling to suppress its own disunity, Zet sped toward the burgeoning conflict of its siblings, bending its fractured wills toward a singular conclusion: the aspects of the primordial mind must be made to reunite, or all must be destroyed lest the conflict spread further….

.

.

.
Alias:.

.
Zet.

.

.

.
Voice:.

.
James Kirkland.
  (.
Responses.
).

.

","['Broodmother', 'Invoker', 'Anti-Mage', 'Axe', 'Batrider', 'Bristleback', 'Chaos Knight', 'Meepo', 'Luna', 'Naga Siren', 'Riki', 'Phantom Lancer', 'Pugna']","['Legion Commander', 'Templar Assassin', 'Mirana', 'Terrorblade', 'Phoenix', 'Sniper', 'Drow Ranger', 'Enchantress']",['Ancient Apparition'],https://dota2.fandom.com/wiki/Arc_Warden,Agility,https://static.wikia.nocookie.net/dota2_gamepedia/images/0/07/Arc_Warden_icon.png/revision/latest
